entity_key;title;totalScore;reviewsCount;street;city;categoryName;text;sumber_anggota
bengkel honda ahass 06541 sampurna motor bandung_jl. surapati no.185;Bengkel Honda AHASS 06541 Sampurna Motor Bandung;4.9;1118.0;Jl. Surapati No.185;Kota Bandung;Bengkel Sepeda Motor;"Suka sama pelayanan dan jasanya. Segala hal atau kendala, khususnya kendala yang fatal, pasti mekaniknya memberitahukan ke pemilik kendaraan. Tapi satu sih yang masih kurang tuh. Toiletnya hehehe. Jadinya saya harus ke masjid sebelah kalau ingin buang air.🙏🏻🎗️ ||| Pelayanan sangat ramah
Servis cepat
Kordinasi bagus
Servis cek rangka scoopy gratis + dapat merchandise mantap
Rekomen ahaas sampurna motor sukses selalu tambah rame👍👍👍 ||| Pelayanan cepat dan ramah. Sangat direkomendasikan 👍 ||| pelayanan baikkk, service okeee dan rekomennn 👍🏼 ||| setalah sekian lama baru kesini lagi.. dengan mekanik andalan Pa Abdul terbaik 👍
Service & penggantian TB,  .
Makasih ||| Suka sama pelayanan dan jasanya. Segala hal atau kendala, khususnya kendala yang fatal, pasti mekaniknya memberitahukan ke pemilik kendaraan. Tapi satu sih yang masih kurang tuh. Toiletnya hehehe. Jadinya saya harus ke masjid sebelah kalau ingin buang air.🙏🏻🎗️ ||| Pelayanan sangat ramah
Servis cepat
Kordinasi bagus
Servis cek rangka scoopy gratis + dapat merchandise mantap
Rekomen ahaas sampurna motor sukses selalu tambah rame👍👍👍 ||| Pelayanan cepat dan ramah. Sangat direkomendasikan 👍 ||| pelayanan baikkk, service okeee dan rekomennn 👍🏼 ||| setalah sekian lama baru kesini lagi.. dengan mekanik andalan Pa Abdul terbaik 👍
Service & penggantian TB,  .
Makasih ||| Suka sama pelayanan dan jasanya. Segala hal atau kendala, khususnya kendala yang fatal, pasti mekaniknya memberitahukan ke pemilik kendaraan. Tapi satu sih yang masih kurang tuh. Toiletnya hehehe. Jadinya saya harus ke masjid sebelah kalau ingin buang air.🙏🏻🎗️ ||| Pelayanan sangat ramah
Servis cepat
Kordinasi bagus
Servis cek rangka scoopy gratis + dapat merchandise mantap
Rekomen ahaas sampurna motor sukses selalu tambah rame👍👍👍 ||| Pelayanan cepat dan ramah. Sangat direkomendasikan 👍 ||| pelayanan baikkk, service okeee dan rekomennn 👍🏼 ||| setalah sekian lama baru kesini lagi.. dengan mekanik andalan Pa Abdul terbaik 👍
Service & penggantian TB,  .
Makasih";Rajif
dago car wash & auto_jl. ir. h. juanda no.344a;Dago Car Wash & Auto;4.0;231.0;Jl. Ir. H. Juanda No.344A;Kota Bandung;Tempat Pencucian Mobil;"gak bersih, buru2 banget nyucinya, sekalian di waxing ehhh body mobil yg doffnya juga ikut di wax, alhasil putih2 lah tuh body, pas diliat juga ngerjain pake busa yg kaya udah berkali2 dipake tanpa dibersihin, seumur2 waxing mobil gapernah putih2 sekalinya waxing disini malah jadi jelek, lucu ini bengkel kl inget2 itu ||| apa cucian di Bandung memang standar harga 65rb?? gw si merasanya mahal ya dengan yang di dapat.
nyuci kurang bersih, tempat tunggu tidak nyaman.
semoga bisa di evaluasi kembali ||| salah saya ga ngecek teliti abis cuci mobil di sini, baru kecek besoknya di rumah, spion kecil saya pecah, gatau digimanain pas nyuci, beberapa kali sebelumnya juga sebetulnya agak kurang bersih, di bagian sela2 pintu bagasi atau pintu depan suka belum kelap bersih, tolong lebih diperhatikan. Kelebihannya lokasi strategis ||| Stafnya ramah, harga relatif lebih murah dari cuci mobil lain (di sini 50 ribu, yang lain 60 ribu). Saran : hidrolik cuman satu, padahal ada space satu lagi. Ditambah dong, biar makin cepat layanannya. Sama satu hal, asal nggak puasa boleh dicoba jual kopi , biar nggak bengong nunggu mobil. ||| Pekerjaan cukup, harga normal, tempat nunggu alakadarnya.
Tapi kasian kang cuci nya cuma 2 orang, sedangkan mobil yang antri lumayan banyak.
Plusnya sebelahan sama borma dago, sambil nunggu bisa sambil belanja.
Semoga cepat normal kembali...";Rajif
fi autoshop_jl. prof. dr. sutami no.77;Fi Autoshop;4.6;345.0;Jl. Prof. Dr. Sutami No.77;Kota Bandung;Pengecatan Mobil;"Love in every detail ✨
Detailing ter recomended di daerah bandung
Pelayanannya bagus
Hasilnya memuaskan
Dan tanggung jawabnya gokil 👍🏻 top
Plus temptanya nyaman ada coffe shopnya smbil nongkrong smbil liat mobil ||| Pengalaman buruk saat cuci mobil di fi autoshop, setelah di cuci ban mobil saya tiba2 sobek kempes, belum lagi masih di paksa jln. Untuk penggantian ban asal tanpa konfirmasi,ban yg di ganti dengan harga mahal, setelah saya tanya toko ban langsung itu harga sangat mahal,yg saya tanya jual ga segitu udah trima beres ||| Sudah sering cuci disini, pengerjaan nya santai, bersih dan tidak terburu2. Ruang tunggu juga luas dan harga juga terjangkau. ||| Car wash langganan, cucinya detail dan bersih oke banget utk ukuran harga 55k.. udh 10x cuci disini dpt free cuci sekali.. sukses trs🙏🏻 ||| Pelayanannya super keren, hasil super clean...mantab, tingkatkan terus ya. Jangan ragu kalau mau mobilnya super bersih";Rajif
apotek bumi medika ganesha_jl. gelap nyawang no.2;Apotek Bumi Medika Ganesha;4.3;71.0;Jl. Gelap Nyawang No.2;Kota Bandung;Apotek;"Pelayanan ramah, tempatnya bersih dan strategis, sayang sekali yang saya cari habis disini kemaren :) ||| Klinik dengan fasilitas yang lengkap, dan alhamdulillah, disini bisa terapi akupuntur juga.

Alhamdulillah memberikan efek yang sangat baik. Terutama saat abah terkena serangan stroke, mangga bagi yang ingin mencoba terapi akupuntur di klinik bumi medika ganesha lantai 2 yaa..

Biayanya terjangkau, ada dua komponen biaya :
1. Biaya jarum akupunkturnya setiap 1 kali terapi Rp. 60.000,-
2. Biaya terapi, lebih tepatnya infaq terapi ya, karena sukarela, semampunya, seadanya uang, jika tidak ada juga tidak apa2 (dibayar dengan doa juga gpp, ""Semoga para terapis beserta keluarganya diberikan keberkahan ilmu, kesehatan, kemudahan rezeky, keberkahan umurnya dan diterima amal ibadahnya oleh Alloh Subhanahu wa ta'ala... Aaammiiinnn.""

Setelah akupunktur, periksa tensi darah dan dikasih resep dokter. Kombinasi antara alternatif dan medis... Puas bangetttt... ||| Kalau ada karyawan atau keluarganya dan mahasiwa ITB yang sakit berobatnya bisa kesini tapi klinik ini juga melayani pasien umum juga.  Klinik ini lumayan lengkap sih, ada dokter umum,  gigi,  dan dokter mata juga terkadang ada juga jadwal dokter spesialis penyakit dalam dan kandungan.
Di lantai 2 nya ada akupunktur juga cuma harus ekstra sabar antrinya karena pasiennya suka banyak. ||| apoteknya sudah ganti nama jadi Apotek Ganesa ITB, silahkan mampir yaaa... ||| Apotek terdekat di ITB.
Obat-obatnya cukup lengkap, bisa juga konsultasi tengan apotekernya.
Sekarang sudah di renovasi, jadi tampilan terlihat lebih menyenangkan dan nyaman.
Harga obat-obatannya juga cukup terjangkau, dan trusted yaa!!!

Disini halaman parkirnya cukup luas, jadi jangan khawatir ga dapet parkir ya kalo bawa motor / mobil. Dan parkirnya tidak usah bayar..
Kalo mahasiswa ITB, setelah berobat di BMG akan dapet subsidi jadi pengambilan obatnya gratis alias tidak usah bayar. ||| Pelayanan ramah, tempatnya bersih dan strategis, sayang sekali yang saya cari habis disini kemaren :) ||| Klinik dengan fasilitas yang lengkap, dan alhamdulillah, disini bisa terapi akupuntur juga.

Alhamdulillah memberikan efek yang sangat baik. Terutama saat abah terkena serangan stroke, mangga bagi yang ingin mencoba terapi akupuntur di klinik bumi medika ganesha lantai 2 yaa..

Biayanya terjangkau, ada dua komponen biaya :
1. Biaya jarum akupunkturnya setiap 1 kali terapi Rp. 60.000,-
2. Biaya terapi, lebih tepatnya infaq terapi ya, karena sukarela, semampunya, seadanya uang, jika tidak ada juga tidak apa2 (dibayar dengan doa juga gpp, ""Semoga para terapis beserta keluarganya diberikan keberkahan ilmu, kesehatan, kemudahan rezeky, keberkahan umurnya dan diterima amal ibadahnya oleh Alloh Subhanahu wa ta'ala... Aaammiiinnn.""

Setelah akupunktur, periksa tensi darah dan dikasih resep dokter. Kombinasi antara alternatif dan medis... Puas bangetttt... ||| Kalau ada karyawan atau keluarganya dan mahasiwa ITB yang sakit berobatnya bisa kesini tapi klinik ini juga melayani pasien umum juga.  Klinik ini lumayan lengkap sih, ada dokter umum,  gigi,  dan dokter mata juga terkadang ada juga jadwal dokter spesialis penyakit dalam dan kandungan.
Di lantai 2 nya ada akupunktur juga cuma harus ekstra sabar antrinya karena pasiennya suka banyak. ||| apoteknya sudah ganti nama jadi Apotek Ganesa ITB, silahkan mampir yaaa... ||| Apotek terdekat di ITB.
Obat-obatnya cukup lengkap, bisa juga konsultasi tengan apotekernya.
Sekarang sudah di renovasi, jadi tampilan terlihat lebih menyenangkan dan nyaman.
Harga obat-obatannya juga cukup terjangkau, dan trusted yaa!!!

Disini halaman parkirnya cukup luas, jadi jangan khawatir ga dapet parkir ya kalo bawa motor / mobil. Dan parkirnya tidak usah bayar..
Kalo mahasiswa ITB, setelah berobat di BMG akan dapet subsidi jadi pengambilan obatnya gratis alias tidak usah bayar.";Rajif
apotek surapati core_jl. anggrek boulevard no.5;Apotek Surapati Core;4.8;13.0;Jl. Anggrek Boulevard No.5;Kota Bandung;Apotek;"pelayanan sangat ramah, dokternya ngasih penjelasan nya sangat jelas dan detail, mudah mudahan dokternya diberikan Allah SWT selalu kesehatan dan rezeki yang berlimpah ||| Barakallah klinik dan apotek surapati core pelayanannya super dokter dn tim apotek ee , detail dn informatif juga ramah ||| Pelayanan Fast response..
Ada layanan order Online dan Antar juga...
Saat saya Vertigo dan Gada Orang dirumah
Sangat Membantu...
Banyak Terimakasih ||| Tempatnya bersih, adem ||| Alhamdulillah pelayanannya ramah, jelas dlm konsultasi ||| pelayanan sangat ramah, dokternya ngasih penjelasan nya sangat jelas dan detail, mudah mudahan dokternya diberikan Allah SWT selalu kesehatan dan rezeki yang berlimpah ||| Barakallah klinik dan apotek surapati core pelayanannya super dokter dn tim apotek ee , detail dn informatif juga ramah ||| Pelayanan Fast response..
Ada layanan order Online dan Antar juga...
Saat saya Vertigo dan Gada Orang dirumah
Sangat Membantu...
Banyak Terimakasih ||| Tempatnya bersih, adem ||| Alhamdulillah pelayanannya ramah, jelas dlm konsultasi";Rajif
apotek asri_jl. rereongan sarupi no.25;Apotek Asri;5.0;49.0;Jl. Rereongan Sarupi No.25;Kota Bandung;Apotek;Apotek asri pelayanan Ramah pisan teteh nya cantik,jadi beli atau tidak tetep senyum dan mengucapkan terimakasih ||| Apotek asri menyediakan beberapa obat generik maupun paten alhamdulillah obat yg saya cari selalu ada di apotek asri menerima resep luar juga, untuk harga sangat terjangkau sekali pelayanan sangat ramah dan memuaskan terimakasih apotek asri ||| Pelayanannya memuaskan, harga lebih murah dibanding apotek lain dan terdekat dari rs salamun ||| Recommended inimah buat yg mau beli obat obatan, pelayanan ramah, komplit, harga bersaing, nice one pharmacy 🙏👌👍 ||| Apotek nya lengkap,mudah di jangkau,yg penting harga nya ga bikin degdegan ...top lahh..sukses terus ya kang..yg jual nya ramah.. ||| Apotek asri pelayanan Ramah pisan teteh nya cantik,jadi beli atau tidak tetep senyum dan mengucapkan terimakasih ||| Apotek asri menyediakan beberapa obat generik maupun paten alhamdulillah obat yg saya cari selalu ada di apotek asri menerima resep luar juga, untuk harga sangat terjangkau sekali pelayanan sangat ramah dan memuaskan terimakasih apotek asri ||| Pelayanannya memuaskan, harga lebih murah dibanding apotek lain dan terdekat dari rs salamun ||| Recommended inimah buat yg mau beli obat obatan, pelayanan ramah, komplit, harga bersaing, nice one pharmacy 🙏👌👍 ||| Apotek nya lengkap,mudah di jangkau,yg penting harga nya ga bikin degdegan ...top lahh..sukses terus ya kang..yg jual nya ramah..;Rajif
mekar putra ban_jl. dr. setiabudi no.122b;Mekar Putra Ban;4.6;126.0;Jl. Dr. Setiabudi No.122b;Kota Bandung;Toko Ban;"tidak rekomen dari semua hal.
maaf sebelumnya, kiranya bisa di perbaiki layanannya..
saya kesana dengan tujuan ganti ban baru ban depan ternyata tidak ada dan direkomendasikan ban kadaluarsa, ya saya pasang lah sore hari sekitar pukul 4.10, sehari katanya kalau ada apa² kesini kata pegawai.
setelah itu sy pulang awal biasa sj nah d pertengahan jalan ko aga meleak meleok..
saya lantas kesana keesok paginya, eh saya kesana nego lah sy ban nya yang sebelah itu problem,
nah sy datangi kasir, bu bisa ga kalau diganti ban baru ini ban nya ada problem..
eh kasir nya jawab ban ga bisa d tuker/diganti kan udah ngomong ban kadaluarsa ban baru sekalipun ga bisa d tuker dengan nada ketus sekali nada SEAKAN SAYA MAU MINTA BAN BARU DAN GA BAYAR..
kalau ga ada problem ya buat apa saya kesana lagi. sy ngmng lah sama pegawainya ini gimana akhirnya pegawainya ganti ban nya karena emang pegawai nya tau ban nya ga beres, d tuker lah sama pegawainya... orang ban nya ga bagus di pakai bermasalah..
ban nya itu rembes di pinggir ga bisa di pakai makanya pegawainya ganti (lebih ngerti)
wajar lah sore saya ganti ban esok paginya sy kesana klo ada problem 24jam juga engga

YANG SAYA SAYANGKAN KASIRNYA KETUS BANGET,
SAYA KESANA GA CARI BAN MURAH GA CARI BAN YANG ANEH² JUGA BAN YANG SESUAI DENGAN BAN MOBIL SAJA.
KALAUPUN DI GANTI SAYA JUGA BAYAR KEKURANGANNYA. EMANG KLO KESANA KAYANYA BAKAL DI LAYANIN RAMAH KALAU PAKAI MOBIL MEWAH ||| pegawai cuek dan ngangong smua ditanya apa jawab apa dan kasir jutek, harus owner merhatiin proses mobil. jasa ganti ban dan velg harga super mahal tapi ban gadikasih semir ban atau dibersihkan sama sekali. toilet kotor, kursi debuan smua meja apalagi. galagi deh kesini kalau ga kepepet ||| Awal masuk keluhan getar di 120kpj, coba dispooring dan balancing dulu disini. Tempat lega, ruang tunggu nyaman, proses cepat dan pelayanan ramah. Semoga keluhan hilang dan hasil oke. ||| Bagus pelayanannya ramah ,,,hasil nya oke ,harga standar gak mahal ,,tempat cukup luas ,,saya puas ||| Datang duluan yg dikerjain mobil yg datang belakangan..
Petugas nya juga cuek dibilangin... terakhir saya kesini";Rajif
bandung perdana medikatama. pt_jl. dr. setiabudi no.187;Bandung Perdana Medikatama. PT;4.5;2.0;Jl. Dr. Setiabudi No.187;Kota Bandung;Apotek;keren ||| keren;Rajif
bengkel kaki kaki mobil jl.suci46_jl. khp hasan mustopa no.46;bengkel kaki kaki mobil jl.suci46;4.6;10.0;Jl. Khp Hasan Mustopa No.46;Kota Bandung;Bengkel Mobil;"Bengkelnya cukup nyaman & perbaikan servis mobilnya lumayan baik & murah meriah...
Ayoo ges jangan ragu bengkel mobil kita dsini @Jl. Suci PHH Mustopa 46 Bandung Kota, sebrang depan KPPN & Itenas ||| Service nya top... Lancar selalu om...👍👍👍 ||| Mantap..keluhan kaki"" mobil hilang, biaya lebih murah ||| Cepat rapih ||| Baru mau";Rajif
garage09 bandung_jl. dr. djunjunan dalam no.ii, rw.no.16;Garage09 Bandung;5.0;29.0;Jl. DR. Djunjunan Dalam No.II, RW.No.16;Kota Bandung;Bengkel Sepeda Motor;aa nya baik, ngasih masukan seputar motor. ada kendala bisa dibicarakan dgn baik utk solusinya. biaya murah dan sesuai dengan kualitas. sukses terus ke depannya ||| Mau servis komstir sama kaliper rem depan beat bisa?? ||| Mekanik handal , harga murahh banget tiap service disini , bisa konsultasi enak boskuuu Humble, GARAGE 09 MADEPPPP ||| Sangat rekomendasi untuk semua jenis motor Roda 2 ||| Servisnya cepet gk pake lama ongkos service ramah di kantong;Rajif
toko aki priangan battery iii_jl. cemara no.7;Toko Aki Priangan Battery III;4.9;137.0;Jl. Cemara No.7;Kota Bandung;Toko Aki Mobil;"Ganti aki satset cepat, diberi saran yang terbaik, bapak & akang yg ganti akinya baik,
Fast respon balas chat wa, bisa di panggil ke rumah sekitaran daerah Bandung & Cimahi
Mantap! ||| mantul, rekomen bgt, ditelpon pun detail ramah, cepat tanggap, sat set.. beres.. gak sampe sejam dari suami saya telpon, sampai terpasang accu baru di rumah. nuhun ||| Saya lagi luar kota, nginap di bandung. Eh pagi pagi mobil ga bisa di stater.

Telpon sana sini, banyak toko aki lain blm buka.

Tapi toko ini sudah buka pukul 07.00 di weekend.

ga pake lama, telpon, nego harga, diantar dan dipasang ditempat. Thx gan..

Respon cepat, harga kompetitif.. ||| Pelayanan luarbiasa ramah. Kereeeen
Rekomen pokonya, kalo ada perlu aki kesini aja. ||| Terimakasih Sudah memenuhi Panggilan. Ceritanya mobil saya mogok di PVJ di cek ternyata AKI nya CC tinggal 2% akhirnya di ganti. Pokoknya ramah responsif dan handal. Terimakasih saya di ajarin liat kualitas AKI mirip2 kaya saya lagi periksa Circle Count Batre iPhone 🙏😅 ||| Ganti aki satset cepat, diberi saran yang terbaik, bapak & akang yg ganti akinya baik,
Fast respon balas chat wa, bisa di panggil ke rumah sekitaran daerah Bandung & Cimahi
Mantap! ||| mantul, rekomen bgt, ditelpon pun detail ramah, cepat tanggap, sat set.. beres.. gak sampe sejam dari suami saya telpon, sampai terpasang accu baru di rumah. nuhun ||| Saya lagi luar kota, nginap di bandung. Eh pagi pagi mobil ga bisa di stater.

Telpon sana sini, banyak toko aki lain blm buka.

Tapi toko ini sudah buka pukul 07.00 di weekend.

ga pake lama, telpon, nego harga, diantar dan dipasang ditempat. Thx gan..

Respon cepat, harga kompetitif.. ||| Pelayanan luarbiasa ramah. Kereeeen
Rekomen pokonya, kalo ada perlu aki kesini aja. ||| Terimakasih Sudah memenuhi Panggilan. Ceritanya mobil saya mogok di PVJ di cek ternyata AKI nya CC tinggal 2% akhirnya di ganti. Pokoknya ramah responsif dan handal. Terimakasih saya di ajarin liat kualitas AKI mirip2 kaya saya lagi periksa Circle Count Batre iPhone 🙏😅 ||| Ganti aki satset cepat, diberi saran yang terbaik, bapak & akang yg ganti akinya baik,
Fast respon balas chat wa, bisa di panggil ke rumah sekitaran daerah Bandung & Cimahi
Mantap! ||| mantul, rekomen bgt, ditelpon pun detail ramah, cepat tanggap, sat set.. beres.. gak sampe sejam dari suami saya telpon, sampai terpasang accu baru di rumah. nuhun ||| Saya lagi luar kota, nginap di bandung. Eh pagi pagi mobil ga bisa di stater.

Telpon sana sini, banyak toko aki lain blm buka.

Tapi toko ini sudah buka pukul 07.00 di weekend.

ga pake lama, telpon, nego harga, diantar dan dipasang ditempat. Thx gan..

Respon cepat, harga kompetitif.. ||| Pelayanan luarbiasa ramah. Kereeeen
Rekomen pokonya, kalo ada perlu aki kesini aja. ||| Terimakasih Sudah memenuhi Panggilan. Ceritanya mobil saya mogok di PVJ di cek ternyata AKI nya CC tinggal 2% akhirnya di ganti. Pokoknya ramah responsif dan handal. Terimakasih saya di ajarin liat kualitas AKI mirip2 kaya saya lagi periksa Circle Count Batre iPhone 🙏😅";Rajif
apotek kimia farma supratman_jl. supratman no.72;Apotek Kimia Farma Supratman;4.3;807.0;Jl. Supratman No.72;Kota Bandung;Apotek;"Pelayanan di Kimia Farma 11 Supratman sangat baik dan ramah. Proses pembelian juga relatif cepat, serta produk yang saya cari tersedia. Yang menarik, sering ada promo dan diskon untuk beberapa produk kesehatan, vitamin, maupun kebutuhan sehari-hari sehingga belanja jadi lebih hemat. Apoteknya juga bersih dan nyaman. ||| Pelayanan ramah, apotekernya cepat dan membantu, kemarin mencari obat diare disarankan untuk membeli obat diare dan juga oralit, semua pertanyaan yang membingungkan dijawab dengan jelas oleh apotekernya. Lokasinya juga di pinggir jalan, gampang diakses, parkirannya luas. ||| • Pelayanan terasa kurang tulus dan lebih berorientasi penjualan.

• Kurang nyaman untuk bertanya karena respons petugas terkesan tidak antusias.

• Edukasi obat minim, promosi produk justru lebih banyak.

• Tidak mencerminkan standar pelayanan apotek dengan nama besar.

• Kurang menghargai pilihan dan kebutuhan pelanggan.

• Komunikasi dengan pelanggan terasa kaku dan kurang bersahabat.

• Pengalaman berbelanja terasa seperti sedang ditawari produk, bukan dilayani sebagai Pelanggan.

• Kualitas pelayanan tidak sebanding dengan citra dan branding yang dibangun.

• Harap lebih mengutamakan kebutuhan pelanggan daripada target penjualan.

• Kepercayaan pelanggan dibangun dari pelayanan, bukan dari banyaknya produk yang berhasil dijual.

• Datang untuk membeli obat, pulang dengan rasa tidak nyaman.

• Kesan yang didapat lebih seperti toko retail daripada fasilitas pelayanan kesehatan.

• Sangat disayangkan karena lokasi dan fasilitas sudah baik, tetapi kualitas pelayanan masih perlu banyak perbaikan.

• Tidak memberikan pengalaman yang membuat pelanggan ingin kembali berkunjung.

• Branding premium, pengalaman pelanggan biasa saja. ||| baru masuk ditanya beli apa, saya bilang butuh nacl dan spuit jawabannya ada jadi saya antri ketika sampai di depan apotekernya dia bilang spuit tidak jual dan nacl saya bilang butuh 2 dan harganya 45ribu untuk masing-masing 100cc dan ketika saya tanya yang 500cc jawabannya tidak ada dan langsung menyodorkan qris untuk pembayaran, tetapi karena saya butuh jadi saya beli walaupun apoteker tsb tidak menanyakan atau menyarankan apapun

sangat tidak rekomen apoteker atau entah siapa yang memakai jas itu bahkan tidak menanyakan terlebih dahulu apakah kita jadi membeli ataupun bertanya untuk apa, sangat disayangkan, lain kali diperbaiki cara untuk berbicara ke customer dalam segi pelayanan ||| Bagussss, recomend bgtt untuk semuanya, pelayanannya ramah. Terus berrsih jugaaa, gak nyesel mampir kesini ||| Pelayanan di Kimia Farma 11 Supratman sangat baik dan ramah. Proses pembelian juga relatif cepat, serta produk yang saya cari tersedia. Yang menarik, sering ada promo dan diskon untuk beberapa produk kesehatan, vitamin, maupun kebutuhan sehari-hari sehingga belanja jadi lebih hemat. Apoteknya juga bersih dan nyaman. ||| Pelayanan ramah, apotekernya cepat dan membantu, kemarin mencari obat diare disarankan untuk membeli obat diare dan juga oralit, semua pertanyaan yang membingungkan dijawab dengan jelas oleh apotekernya. Lokasinya juga di pinggir jalan, gampang diakses, parkirannya luas. ||| • Pelayanan terasa kurang tulus dan lebih berorientasi penjualan.

• Kurang nyaman untuk bertanya karena respons petugas terkesan tidak antusias.

• Edukasi obat minim, promosi produk justru lebih banyak.

• Tidak mencerminkan standar pelayanan apotek dengan nama besar.

• Kurang menghargai pilihan dan kebutuhan pelanggan.

• Komunikasi dengan pelanggan terasa kaku dan kurang bersahabat.

• Pengalaman berbelanja terasa seperti sedang ditawari produk, bukan dilayani sebagai Pelanggan.

• Kualitas pelayanan tidak sebanding dengan citra dan branding yang dibangun.

• Harap lebih mengutamakan kebutuhan pelanggan daripada target penjualan.

• Kepercayaan pelanggan dibangun dari pelayanan, bukan dari banyaknya produk yang berhasil dijual.

• Datang untuk membeli obat, pulang dengan rasa tidak nyaman.

• Kesan yang didapat lebih seperti toko retail daripada fasilitas pelayanan kesehatan.

• Sangat disayangkan karena lokasi dan fasilitas sudah baik, tetapi kualitas pelayanan masih perlu banyak perbaikan.

• Tidak memberikan pengalaman yang membuat pelanggan ingin kembali berkunjung.

• Branding premium, pengalaman pelanggan biasa saja. ||| baru masuk ditanya beli apa, saya bilang butuh nacl dan spuit jawabannya ada jadi saya antri ketika sampai di depan apotekernya dia bilang spuit tidak jual dan nacl saya bilang butuh 2 dan harganya 45ribu untuk masing-masing 100cc dan ketika saya tanya yang 500cc jawabannya tidak ada dan langsung menyodorkan qris untuk pembayaran, tetapi karena saya butuh jadi saya beli walaupun apoteker tsb tidak menanyakan atau menyarankan apapun

sangat tidak rekomen apoteker atau entah siapa yang memakai jas itu bahkan tidak menanyakan terlebih dahulu apakah kita jadi membeli ataupun bertanya untuk apa, sangat disayangkan, lain kali diperbaiki cara untuk berbicara ke customer dalam segi pelayanan ||| Bagussss, recomend bgtt untuk semuanya, pelayanannya ramah. Terus berrsih jugaaa, gak nyesel mampir kesini";Rajif
apotek vee farma_25, jl. tamansari no.25 d;Apotek vee farma;4.7;50.0;25, Jl. Tamansari No.25 D;Kota Bandung;Apotek;"Pelayananya sangat baik, tetehnya ramah semua dan murah senyum, menjelaskan obatnya detail. Semoga sehat selalu sampai kakek nenek 🙂 ||| Pelayanan terbaik👍 teteh dan akangnya ramah dan murah senyum🙂 ||| Obatnya bagus, cuma pelayan nya yg cewe hijab pake kacamata tolong di briefing lagi, layanin cstmr tuh ketus, judes, jutek, padahal kita belii, bayar cash, kaga minta, tolong diperhatiin lagi tuh pelayanan nya, overall yg lain baik2, cuma dia aja satu, saran aja kan sebelahnya ada spkj, coba diperiksa barangkali agak keganggu mood nya, berasa jadi Inara Rusli kali ah 🤣🤣
Next gw cantumin muka nyaaa nanti ya ||| Pelayanan dan dokter nya sangat memuaskan. Menjelaskan secara detail ke pasien ||| kualitas obat baik dan lengkap, pelayananya sangat ramah ramah dan menjelaskan obatnya rinci, samgat memuaskan. akhirnya saya bisa tidur nyenyak dan tidak insomnia lagi ||| Pelayananya sangat baik, tetehnya ramah semua dan murah senyum, menjelaskan obatnya detail. Semoga sehat selalu sampai kakek nenek 🙂 ||| Pelayanan terbaik👍 teteh dan akangnya ramah dan murah senyum🙂 ||| Obatnya bagus, cuma pelayan nya yg cewe hijab pake kacamata tolong di briefing lagi, layanin cstmr tuh ketus, judes, jutek, padahal kita belii, bayar cash, kaga minta, tolong diperhatiin lagi tuh pelayanan nya, overall yg lain baik2, cuma dia aja satu, saran aja kan sebelahnya ada spkj, coba diperiksa barangkali agak keganggu mood nya, berasa jadi Inara Rusli kali ah 🤣🤣
Next gw cantumin muka nyaaa nanti ya ||| Pelayanan dan dokter nya sangat memuaskan. Menjelaskan secara detail ke pasien ||| kualitas obat baik dan lengkap, pelayananya sangat ramah ramah dan menjelaskan obatnya rinci, samgat memuaskan. akhirnya saya bisa tidur nyenyak dan tidak insomnia lagi";Rajif
apotek kimia farma 4_jl. sulanjana no.4;Apotek Kimia Farma 4;4.1;317.0;Jl. Sulanjana No.4;Kota Bandung;Apotek;"Saya datang saat kondisi apotek cukup ramai, tapi pelayanannya tetap cepat dan profesional. Petugas sigap melayani meskipun banyak pengunjung. Sangat membantu dan informatif. ||| Saya konsultasi obat untuk ibu saya melalui via whatsapp responya cepat dan alhamdulillah dilayani dengan baik. Terimakasih ||| mksih buat profersor dokter sudigdo adi.
smoga allah membalas kebaikan beliau.
pelayananya jg sngt baik. ||| staffnya ramah dan sangat membantu, obatnya juga lengkap, pelayanan sangat baik ||| Apotek yang buka sampai malam (mungkin 24 jam), cukup lengkap. Petugasnya juga ramah. Parkiran luas. ||| Saya datang saat kondisi apotek cukup ramai, tapi pelayanannya tetap cepat dan profesional. Petugas sigap melayani meskipun banyak pengunjung. Sangat membantu dan informatif. ||| Saya konsultasi obat untuk ibu saya melalui via whatsapp responya cepat dan alhamdulillah dilayani dengan baik. Terimakasih ||| mksih buat profersor dokter sudigdo adi.
smoga allah membalas kebaikan beliau.
pelayananya jg sngt baik. ||| staffnya ramah dan sangat membantu, obatnya juga lengkap, pelayanan sangat baik ||| Apotek yang buka sampai malam (mungkin 24 jam), cukup lengkap. Petugasnya juga ramah. Parkiran luas.";Rajif
differ industries_jl. sido luhur no.18 - 20;Differ Industries;4.6;12.0;Jl. Sido Luhur No.18 - 20;Kota Bandung;Kantor Perusahaan;"Terima kasih bossku.. Alhamdulillah puas dan amanah.. Next order aku masuk project lg yaa.. ||| Bikin kaos disini hasilnya bagooos bahan memuaskan sablon awet.... Trus pelayanannya prima.... Rekomended banget lah gais........truuus bukanya 24 jam... Mantap pisan..... ||| Untuk Hasil Yang Memuaskan Nampaknya Sangat Cocok Bagi Para Penjual Online Karena Sangat Worthed! @TukangSablonKaos&KonveksiDifferIndustries ||| lokasi salah
harusnya rumah sebelahnya
tolong perbaiki ||| terima kasih gan atas hasil kerja nya, brg bagus kualitas ok";Rajif
